county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Bay,Grim Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Grim Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Kochville Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Titabawassee Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Zilwaukee Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
