county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,196,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,575,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,5,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,UST,Dave Stein,8,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,,,,
Huron,"Sand Beach Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,386,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1073,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,15,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,UST,Dave Stein,11,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,3,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,,,,
Huron,"Sebewaing Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,83,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,273,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,1,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,UST,Dave Stein,2,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,,,,
Huron,"Sheridan Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,164,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,449,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,UST,Dave Stein,7,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,,,,
Huron,"Sherman Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,52,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,229,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,UST,Dave Stein,2,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,,,,
Huron,"Sigel Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,47,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,142,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,2,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,UST,Dave Stein,1,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,,,,
Huron,"Verona Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,,,,
