county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Adams,Cumberland 2,Attorney General,,,Write-ins,0,0,,0,0
Adams,Cumberland 2,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Cumberland 2,Attorney General,,,Over Votes,0,0,,0,0
Adams,Cumberland 2,Attorney General,,,Under Votes,23,18,,4,1
Adams,Cumberland 3,Attorney General,,DEM,EUGENE DEPASQUALE,510,252,,256,2
Adams,Cumberland 3,Attorney General,,REP,DAVE SUNDAY,633,444,,188,1
Adams,Cumberland 3,Attorney General,,LIB,ROBERT COWBURN,17,13,,4,0
Adams,Cumberland 3,Attorney General,,GNP,RICHARD L WEISS,4,1,,3,0
Adams,Cumberland 3,Attorney General,,CST,JUSTIN L MAGILL,6,2,,4,0
Adams,Cumberland 3,Attorney General,,FWD,ERIC L SETTLE,2,0,,2,0
Adams,Cumberland 3,Attorney General,,,Write-ins,2,2,,0,0
Adams,Cumberland 3,Attorney General,,,Not Assigned,2,2,,0,0
Adams,Cumberland 3,Attorney General,,,Over Votes,1,0,,1,0
Adams,Cumberland 3,Attorney General,,,Under Votes,11,4,,7,0
Adams,Cumberland 4,Attorney General,,DEM,EUGENE DEPASQUALE,683,332,,347,4
Adams,Cumberland 4,Attorney General,,REP,DAVE SUNDAY,696,469,,226,1
Adams,Cumberland 4,Attorney General,,LIB,ROBERT COWBURN,20,19,,1,0
Adams,Cumberland 4,Attorney General,,GNP,RICHARD L WEISS,13,9,,4,0
Adams,Cumberland 4,Attorney General,,CST,JUSTIN L MAGILL,9,8,,1,0
Adams,Cumberland 4,Attorney General,,FWD,ERIC L SETTLE,2,0,,2,0
Adams,Cumberland 4,Attorney General,,,Write-ins,1,1,,0,0
Adams,Cumberland 4,Attorney General,,,Not Assigned,1,1,,0,0
Adams,Cumberland 4,Attorney General,,,Over Votes,1,1,,0,0
Adams,Cumberland 4,Attorney General,,,Under Votes,18,6,,12,0
Adams,East Berlin,Attorney General,,DEM,EUGENE DEPASQUALE,241,176,,64,1
Adams,East Berlin,Attorney General,,REP,DAVE SUNDAY,611,533,,78,0
Adams,East Berlin,Attorney General,,LIB,ROBERT COWBURN,8,6,,1,1
Adams,East Berlin,Attorney General,,GNP,RICHARD L WEISS,8,8,,0,0
Adams,East Berlin,Attorney General,,CST,JUSTIN L MAGILL,3,2,,0,1
Adams,East Berlin,Attorney General,,FWD,ERIC L SETTLE,3,2,,1,0
Adams,East Berlin,Attorney General,,,Write-ins,0,0,,0,0
Adams,East Berlin,Attorney General,,,Not Assigned,0,0,,0,0
Adams,East Berlin,Attorney General,,,Over Votes,0,0,,0,0
Adams,East Berlin,Attorney General,,,Under Votes,14,9,,5,0
Adams,Fairfield,Attorney General,,DEM,EUGENE DEPASQUALE,126,87,,39,0
Adams,Fairfield,Attorney General,,REP,DAVE SUNDAY,189,165,,23,1
Adams,Fairfield,Attorney General,,LIB,ROBERT COWBURN,7,7,,0,0
